Barcode,num_loans
33528000002965,14
33528000002973,0
33528000002981,4
33528000002999,7
33528000003005,6
33528000003013,0
33528000003021,4
33528000003039,0
33528000003047,0
33528000003062,0
33528000003070,0
33528000003088,0
33528000003096,0
33528000003104,0
33528000003112,1
33528000003120,0
33528000003138,2
33528000003146,2
33528000003153,1
33528000003161,3
33528000003179,2
33528000003187,3
33528000003195,3
33528000003203,3
33528000003211,9
33528000003229,8
33528000003245,0
33528000003252,1
33528000003260,0
33528000003278,0
33528000003286,0
33528000003294,0
33528000003302,6
33528000003310,0
33528000003336,2
33528000003344,0
33528000003351,3
33528000003377,0
33528000003385,3
33528000003393,1
33528000003401,0
33528000003419,0
33528000003427,2
33528000003435,0
33528000003443,4
33528000003450,0
33528000003476,8
33528000003484,16
33528000003492,5
33528000003500,9
33528000003518,0
33528000003526,2
33528000003534,7
33528000003542,4
33528000003559,1
33528000003567,0
33528000003575,0
33528000003583,0
33528000003609,0
33528000003765,0
33528000003773,7
33528000003781,0
33528000003799,0
33528000003807,11
33528000003815,0
33528000003823,5
33528000003831,28
33528000003849,0
33528000003856,0
33528000003864,0
33528000003872,0
33528000003880,0
33528000003997,0
33528000004003,0
33528000004011,0
33528000004029,0
33528000004037,3
33528000004045,9
33528000004060,7
33528000004078,3
33528000004094,0
33528000004102,7
33528000004128,7
33528000004144,0
33528000004151,1
33528000004276,0
33528000004284,5
33528000004342,0
33528000004367,6
33528000004375,11
33528000004383,2
33528000004391,3
33528000004409,6
33528000004417,4
33528000004425,0
33528000004433,0
33528000004441,0
33528000004458,0
33528000004466,0
33528000004474,0
33528000004482,0
33528000004607,0
33528000004615,0
33528000004623,0
33528000004631,0
33528000004649,0
33528000004656,2
33528000004664,0
33528000004672,3
33528000004771,8
33528000004789,0
33528000004797,0
33528000004805,0
33528000004813,2
33528000004821,4
33528000004839,8
33528000004847,0
33528000004854,2
33528000004870,7
33528000004896,9
33528000004904,14
33528000004920,1
33528000004938,0
33528000004946,0
33528000004953,0
33528000004961,5
33528000004979,2
33528000004987,1
33528000004995,2
33528000005000,0
33528000005018,8
33528000005026,3
33528000005034,0
33528000005042,17
33528000005059,0
33528000005067,0
33528000005075,14
33528000005083,0
33528000005091,3
33528000005109,0
33528000005117,0
33528000005125,0
33528000005133,7
33528000005141,0
33528000005158,0
33528000005166,8
33528000005174,5
33528000005182,0
33528000005190,4
33528000005208,0
33528000005216,13
33528000005224,0
33528000005232,0
33528000005240,0
33528000005257,0
33528000005265,0
33528000005273,6
33528000005315,5
33528000005331,0
33528000005349,1
33528000005356,0
33528000005364,3
33528000005414,3
33528000005422,0
33528000005430,0
33528000005448,0
33528000005455,0
33528000005471,3
33528000005521,1
33528000005554,6
33528000005562,18
33528000005570,7
33528000005588,1
33528000005596,3
33528000005604,11
33528000005612,19
33528000005638,2
33528000005646,0
33528000005653,3
33528000005661,5
33528000005679,9
33528000005687,2
33528000005695,2
33528000005703,1
33528000005711,0
33528000005729,0
33528000005737,2
33528000005745,0
33528000005752,11
33528000005760,3
33528000005778,0
33528000005786,1
33528000005794,1
33528000005802,1
33528000005810,1
33528000005828,0
33528000005836,8
33528000005844,0
33528000005851,0
33528000005869,0
33528000005877,0
33528000005885,0
33528000005893,0
33528000005901,1
33528000005919,1
33528000005927,16
33528000005935,0
33528000005943,0
33528000005950,0
33528000005968,0
33528000005976,0
33528000005984,0
33528000005992,0
33528000006008,0
33528000006016,0
33528000006024,1
33528000006032,1
33528000006040,0
33528000006057,1
33528000006065,0
33528000006081,6
33528000006099,0
33528000006107,7
33528000006115,1
33528000006123,0
33528000006131,0
33528000006149,0
33528000006156,1
33528000006164,2
33528000006172,0
33528000006180,4
33528000006198,0
33528000006206,0
33528000006214,1
33528000006487,0
33528000006495,0
33528000006503,0
33528000006511,0
33528000006529,0
33528000006537,0
33528000006545,0
33528000006552,0
33528000006560,0
33528000006578,0
33528000006586,0
33528000006594,0
33528000006602,0
33528000006610,0
33528000006628,0
33528000006636,1
33528000006644,1
33528000006651,12
33528000006669,1
33528000006677,6
33528000006685,0
33528000006693,0
33528000006701,0
33528000006719,0
33528000006727,1
33528000006735,0
33528000006743,1
33528000006750,0
33528000006768,0
33528000006776,6
33528000006784,0
33528000006792,0
33528000006800,0
33528000006818,1
33528000006826,6
33528000006834,3
33528000006842,3
33528000006859,2
33528000006867,3
33528000006875,1
33528000006883,0
33528000006891,0
33528000006909,0
33528000006917,11
33528000006925,0
33528000006933,0
33528000006941,0
33528000006958,0
33528000006966,0
33528000006974,0
33528000006982,0
33528000006990,0
33528000007006,0
33528000007014,0
33528000007022,0
33528000007030,1
33528000007048,0
33528000007055,0
33528000007063,0
33528000007071,0
33528000007089,0
33528000007097,0
33528000007105,0
33528000007113,0
33528000007121,0
33528000007139,6
33528000007147,0
33528000007154,0
33528000007162,0
33528000007170,0
33528000007188,0
33528000007196,0
33528000007204,0
33528000007212,0
33528000007220,0
33528000007238,0
33528000007246,0
33528000007253,0
33528000007261,0
33528000007279,0
33528000007287,0
33528000007295,0
33528000007303,0
33528000007311,0
33528000007329,0
33528000007337,1
33528000007345,0
33528000007352,2
33528000007360,1
33528000007378,2
33528000007386,0
33528000007394,0
33528000007402,0
33528000007410,0
33528000007428,0
33528000007436,0
33528000007444,0
33528000007451,2
33528000007469,0
33528000007477,0
33528000007485,0
33528000007493,0
33528000007501,0
33528000007519,0
33528000007527,1
33528000007535,0
33528000007543,0
33528000007568,0
33528000007576,0
33528000007592,0
33528000007600,2
33528000007626,10
33528000007634,0
33528000007642,1
33528000007659,1
33528000007667,0
33528000007675,6
33528000007683,10
33528000007691,0
33528000007709,0
33528000007717,0
33528000007725,0
33528000007733,1
33528000007741,1
33528000007758,5
33528000007766,0
33528000007774,2
33528000007782,1
33528000007790,4
33528000007808,3
33528000007816,0
33528000007824,1
33528000007832,4
33528000007840,8
33528000007857,0
33528000007865,0
33528000007873,0
33528000007881,0
33528000007899,0
33528000007907,1
33528000007915,3
33528000007923,6
33528000007931,0
33528000007956,0
33528000007964,2
33528000007972,22
33528000007980,0
33528000007998,0
33528000008004,0
33528000008012,1
33528000008020,1
33528000008038,12
33528000008046,1
33528000008061,0
33528000008079,27
33528000008087,4
33528000008095,0
33528000008103,0
33528000008111,1
33528000008129,6
33528000008137,1
33528000008145,0
33528000008152,2
33528000008160,1
33528000008178,0
33528000008186,2
33528000008194,0
33528000008202,0
33528000008210,0
33528000008228,0
33528000008236,4
33528000008244,0
33528000008251,11
33528000008269,7
33528000008277,0
33528000008285,24
33528000008293,1
33528000008301,2
33528000008319,5
33528000008327,0
33528000008335,0
33528000008343,0
33528000008350,0
33528000008368,0
33528000008376,0
33528000008384,0
33528000008392,5
33528000008400,0
33528000008418,0
33528000008426,0
33528000008434,4
33528000008442,7
33528000008459,12
33528000008475,2
33528000008483,13
33528000008509,10
33528000008525,19
33528000008533,2
33528000008541,1
33528000008558,1
33528000008566,0
33528000008574,6
33528000008582,0
33528000008590,2
33528000008608,0
33528000008616,0
33528000008624,0
33528000008632,1
33528000008640,0
33528000010091,12
33528000010109,0
33528000010117,0
33528000010125,4
33528000010133,0
33528000010141,0
33528000010158,0
33528000010166,5
33528000010174,2
33528000010182,6
33528000010190,0
33528000010208,0
33528000010216,0
33528000010224,0
33528000010232,0
33528000010240,0
33528000010299,15
33528000010307,11
33528000010315,6
33528000010323,8
33528000010331,0
33528000010349,0
33528000010356,2
33528000010364,3
33528000010372,1
33528000010380,11
33528000010398,3
33528000010406,0
33528000010414,0
33528000010422,1
33528000010430,0
33528000010448,2
33528000010455,1
33528000010463,0
33528000010471,0
33528000010489,0
33528000010497,0
33528000010505,1
33528000010513,0
33528000010521,0
335280000105263,0
33528000010539,1
33528000010547,1
33528000010554,1
33528000010562,0
33528000010570,0
33528000010588,0
33528000010596,1
33528000010604,0
33528000010612,0
33528000010620,0
33528000010638,5
33528000010646,0
33528000010653,0
33528000010661,0
33528000010679,0
33528000010687,2
33528000010695,2
33528000010703,4
33528000010711,0
33528000010729,0
33528000010737,0
33528000010745,0
33528000010752,0
33528000010760,0
33528000010778,1
33528000010786,0
33528000010794,0
33528000010802,0
33528000010810,2
33528000010828,0
33528000010836,0
33528000010844,0
33528000010851,0
33528000010869,0
33528000010877,0
33528000010885,0
33528000010893,0
33528000010901,0
33528000010919,0
33528000010927,0
33528000010935,2
33528000010943,0
33528000010950,0
33528000010968,0
33528000010976,0
33528000010984,1
33528000010992,9
33528000011008,2
33528000011016,0
33528000011024,0
33528000011032,0
33528000011040,0
33528000011057,8
33528000011065,0
33528000011073,1
33528000011081,0
33528000011099,0
33528000011107,0
33528000011115,4
33528000011123,0
33528000011131,0
33528000011149,0
33528000011156,0
33528000011164,0
33528000011172,2
33528000011180,0
33528000011198,0
33528000011206,8
33528000011214,0
33528000011222,0
33528000011230,0
33528000011248,0
33528000011255,0
33528000011263,18
33528000011271,6
33528000011289,0
33528000011297,0
33528000011305,6
33528000011313,7
33528000011321,25
33528000011339,1
33528000011347,0
33528000011354,0
33528000011370,0
33528000011388,0
33528000011396,0
33528000011404,1
33528000011412,3
33528000011420,0
33528000011438,0
33528000011446,0
33528000011453,0
33528000011461,8
33528000011479,0
33528000011487,10
33528000011495,0
33528000011503,0
33528000011511,13
33528000011529,0
33528000011537,0
33528000011545,6
33528000011552,0
33528000011560,3
33528000011578,3
33528000011586,1
33528000011594,4
33528000011602,7
33528000011610,2
33528000011628,0
33528000011636,2
33528000011644,0
33528000011651,0
33528000011669,3
33528000011677,2
33528000011685,0
33528000011693,0
33528000011701,0
33528000011719,0
33528000011727,0
33528000011735,1
33528000011743,0
33528000011750,1
33528000011768,0
33528000011776,4
33528000011784,6
33528000011792,8
33528000011800,0
33528000011818,0
33528000011826,0
33528000011834,0
33528000011842,1
33528000011859,0
33528000011867,0
33528000011875,0
33528000011883,0
33528000011891,0
33528000011909,1
33528000011917,1
33528000011925,1
33528000011933,0
33528000011941,5
33528000011958,6
33528000011966,0
33528000011974,1
33528000011982,1
33528000011990,0
33528000012006,4
33528000012014,15
33528000012022,7
33528000012030,0
33528000012048,9
33528000012055,4
33528000012063,11
33528000012071,0
33528000012089,1
33528000012097,1
33528000012105,2
33528000012113,1
33528000012121,1
33528000012139,0
33528000012147,0
33528000012154,3
33528000012162,4
33528000012170,0
33528000012188,0
33528000012196,1
33528000012204,0
33528000012212,0
33528000012220,0
33528000012238,0
33528000012246,0
33528000012253,2
33528000012261,1
33528000012287,8
33528000012295,0
33528000012303,0
33528000012311,0
33528000012329,0
33528000012626,2
33528000012634,11
33528000012642,0
33528000012659,2
33528000012667,0
33528000012675,3
33528000012683,23
33528000012691,6
33528000012709,1
33528000012717,0
33528000012725,8
33528000012733,14
33528000012741,0
33528000012758,0
33528000012766,0
33528000012774,1
33528000012782,2
33528000012790,6
33528000012808,0
33528000012832,0
33528000012840,7
33528000012857,3
33528000012865,0
33528000012873,1
33528000012881,0
33528000012899,0
33528000012907,3
33528000012915,0
33528000012923,0
33528000012931,2
33528000012949,0
33528000012956,0
33528000012964,0
33528000012972,0
33528000012980,0
33528000012998,0
33528000013004,0
33528000013012,9
33528000013020,0
33528000013038,5
33528000013046,0
33528000013053,4
33528000013061,0
33528000013079,1
33528000013087,1
33528000013095,1
33528000013103,1
33528000013111,2
33528000013129,0
33528000013137,3
33528000013145,0
33528000013152,2
33528000013160,0
33528000013178,5
33528000013186,3
33528000013194,5
33528000013202,0
33528000013210,3
33528000013228,30
33528000013236,4
33528000013244,4
33528000013251,1
33528000013269,0
33528000013277,1
33528000013293,9
33528000013301,4
33528000013319,24
33528000013335,8
33528000013343,2
33528000013350,3
33528000013368,0
33528000013384,3
33528000013392,0
33528000013400,9
33528000013418,0
33528000013426,6
33528000013434,8
33528000013442,3
33528000013459,0
33528000013467,0
33528000013475,11
33528000013483,9
33528000013491,2
33528000013509,0
33528000013517,0
33528000013525,0
33528000013541,0
33528000013558,1
33528000013566,0
33528000013574,8
33528000013582,6
33528000013590,0
33528000013616,2
33528000013624,1
33528000013632,0
33528000013640,0
33528000013657,9
33528000013665,2
33528000013673,0
33528000013681,1
33528000013699,4
33528000013707,0
33528000013715,0
33528000013723,3
33528000013731,0
33528000013749,0
33528000013756,0
33528000013764,0
33528000013772,0
33528000013780,2
33528000013798,21
33528000013806,0
33528000013814,0
33528000013822,1
33528000013830,9
33528000013848,11
33528000013855,6
33528000013863,0
33528000013889,0
33528000013897,0
33528000013905,1
33528000013913,9
33528000015850,0
33528000015868,0
33528000015876,0
33528000015892,5
33528000015900,13
33528000015918,4
33528000015926,7
33528000015934,4
33528000015942,0
33528000015959,0
33528000015967,0
33528000015975,0
33528000015983,0
33528000015991,0
33528000016007,0
33528000016015,0
33528000016023,3
33528000016031,0
33528000016049,0
33528000016056,1
33528000016064,0
33528000016072,0
33528000016080,0
33528000016098,0
33528000016106,0
33528000016114,0
33528000016122,0
33528000016130,0
33528000016148,0
33528000016155,0
33528000016163,0
33528000016171,0
33528000016189,4
33528000016197,7
33528000016205,1
33528000016247,7
33528000016254,0
33528000016262,0
33528000016270,0
33528000016288,0
33528000016296,0
33528000016304,0
33528000016312,1
33528000016320,0
33528000016338,0
33528000016346,0
33528000016353,0
33528000016361,1
33528000016379,0
33528000016387,0
33528000016395,0
33528000016403,0
33528000016411,0
33528000016429,0
33528000016437,1
33528000016445,0
33528000016452,0
33528000016460,3
33528000016478,0
33528000016486,1
33528000016494,0
33528000016502,4
33528000016510,1
33528000016528,0
33528000016536,4
33528000016544,1
33528000016551,4
33528000016569,2
33528000016924,16
33528000016932,2
33528000016940,1
33528000016957,0
33528000016965,0
33528000016973,3
33528000016981,3
33528000016999,0
33528000017005,17
33528000017013,3
33528000017021,2
33528000017039,4
33528000017047,2
33528000017054,6
33528000017062,1
33528000017070,8
33528000017088,2
33528000017096,5
33528000017112,5
33528000017120,17
33528000017138,11
33528000017146,3
33528000017153,11
33528000017161,13
33528000017179,3
33528000017187,1
33528000017195,1
33528000017203,0
33528000017211,3
33528000017229,8
33528000017237,8
33528000017245,4
33528000017252,0
33528000017260,0
33528000017278,0
33528000017286,0
33528000017765,0
33528000017872,0
33528000017880,1
33528000017997,1
33528000018003,1
33528000018011,0
33528000018029,0
33528000018037,0
33528000018045,0
33528000018052,0
33528000018060,0
33528000018078,0
33528000018094,0
33528000018102,0
33528000018110,0
33528000018128,5
33528000018136,0
33528000018144,0
33528000018151,0
33528000018169,0
33528000018177,0
33528000018185,0
33528000018193,1
33528000018201,0
33528000018219,0
33528000018227,0
33528000018235,0
33528000018243,0
33528000018250,0
33528000018268,0
33528000018276,2
33528000018284,4
33528000018292,0
33528000018300,0
33528000018318,0
33528000018326,1
33528000018334,0
33528000018342,0
33528000018359,6
33528000018367,1
33528000018375,1
33528000018383,2
33528000018391,2
33528000018409,0
33528000018417,0
33528000018425,0
33528000018433,0
33528000018441,1
33528000018458,0
33528000018466,0
33528000018474,0
33528000018482,2
33528000018490,1
33528000018508,1
33528000018516,0
33528000018524,0
33528000018532,0
33528000018540,1
33528000018557,0
33528000018565,0
33528000018573,0
33528000018581,0
33528000018599,0
33528000018607,0
33528000018615,2
33528000018623,1
33528000018631,0
33528000018649,1
33528000018656,1
33528000018664,0
33528000018672,0
33528000018680,0
33528000018698,0
33528000018706,1
33528000018722,0
33528000018730,0
33528000018748,0
33528000018755,0
33528000018763,0
33528000018771,0
33528000018789,0
33528000018797,0
33528000018805,0
33528000018813,0
33528000018821,0
33528000018839,1
33528000018847,2
33528000018854,0
33528000018862,14
33528000018870,0
33528000018888,2
33528000018896,0
33528000018904,0
33528000018912,0
33528000018920,0
33528000018938,0
33528000018946,0
33528000018953,0
33528000018961,0
33528000018979,1
33528000018987,1
33528000018995,1
33528000019001,0
33528000019019,0
33528000019027,0
33528000019035,0
33528000019043,0
33528000019050,0
33528000019068,0
33528000019076,0
33528000019084,0
33528000019092,0
33528000019100,0
33528000019118,0
33528000019134,4
33528000019142,0
33528000019159,0
33528000019167,2
33528000019175,1
33528000019183,3
33528000019191,0
33528000019209,3
33528000019217,0
33528000019225,1
33528000019233,1
33528000019241,0
33528000019258,1
33528000019266,0
33528000019274,0
33528000019282,0
33528000019290,0
33528000019308,0
33528000019316,1
33528000019324,5
33528000019332,0
33528000019340,1
33528000019365,0
33528000019373,0
33528000019381,0
33528000019399,0
33528000019407,3
33528000019415,0
33528000019423,0
33528000019431,0
33528000019449,1
33528000019464,0
33528000019472,52
33528000019480,3
33528000019498,1
33528000019506,2
33528000019514,0
33528000019522,0
33528000019530,7
33528000019548,7
33528000019563,0
33528000019571,22
33528000019589,3
33528000019597,0
33528000019605,0
33528000019613,3
33528000019621,13
33528000019647,40
33528000019654,22
33528000019662,1
33528000019670,4
33528000019688,6
33528000019696,0
33528000019704,5
33528000019712,9
33528000019720,8
33528000019738,4
33528000019746,13
33528000019753,8
33528000019761,0
33528000019779,0
33528000019787,12
33528000019795,13
33528000019803,8
33528000019811,5
33528000019829,5
33528000019837,3
33528000019845,25
33528000019852,0
33528000019860,0
33528000019878,0
33528000019886,6
33528000019894,0
33528000019902,15
33528000019910,1
33528000019928,2
33528000019936,14
33528000019944,0
33528000019951,0
33528000019969,0
33528000019977,4
33528000019985,5
33528000019993,0
33528000020009,6
33528000020017,0
33528000020025,27
33528000020033,5
33528000020066,6
33528000020074,0
33528000020082,5
33528000020090,0
33528000020108,0
33528000020116,0
33528000020124,0
33528000020132,0
33528000020140,0
33528000020157,0
33528000020165,0
33528000020173,0
33528000020181,0
33528000020199,0
33528000020207,0
33528000020215,0
33528000020223,0
33528000020231,0
33528000020249,0
33528000020256,0
33528000020264,0
33528000020272,0
33528000020280,0
33528000020298,0
33528000020306,0
33528000020314,0
33528000020322,0
33528000020330,1
33528000020348,0
33528000020355,0
33528000020363,0
33528000020371,0
33528000020389,0
33528000020397,0
33528000020405,0
33528000020413,0
33528000020421,0
33528000020439,0
33528000020447,10
33528000020454,0
33528000020462,0
33528000020470,0
33528000020488,3
33528000020496,0
33528000020504,0
33528000020512,0
33528000020520,0
33528000020538,0
33528000020546,0
33528000020553,0
33528000020561,0
33528000020579,0
33528000020587,0
33528000020595,0
33528000020603,0
33528000020611,0
33528000020629,0
33528000020637,0
33528000020645,2
33528000020652,0
33528000020660,0
33528000020678,0
33528000020686,0
33528000020694,2
33528000020702,0
33528000020710,0
33528000020728,0
33528000020736,0
33528000020744,0
33528000020751,0
33528000020769,0
33528000020777,0
33528000020785,0
33528000020793,0
33528000020801,0
33528000020819,0
33528000020827,0
33528000020835,0
33528000020843,0
33528000020850,0
33528000020868,0
33528000020876,0
33528000020884,0
33528000020892,0
33528000020900,0
33528000020918,0
33528000020926,0
33528000020934,0
33528000020942,0
33528000020959,0
33528000020967,0
33528000020975,0
33528000020983,0
33528000020991,0
33528000021007,0
33528000021015,0
33528000021023,1
33528000021031,0
33528000021049,0
33528000021056,0
33528000021064,0
33528000021072,0
33528000021080,1
33528000021098,0
33528000021106,0
33528000021114,0
33528000021122,0
33528000021130,0
33528000021148,0
33528000021155,0
33528000021163,0
33528000021171,0
33528000021189,1
33528000021197,1
33528000021205,0
33528000021213,0
33528000021221,2
33528000021239,0
33528000021247,0
33528000021254,0
33528000021262,0
33528000021270,0
33528000021288,0
33528000021296,0
33528000021304,0
33528000021312,0
33528000021320,0
33528000021338,0
33528000021346,0
33528000021353,1
33528000021361,1
33528000021379,0
33528000021387,0
33528000021395,0
33528000021403,0
33528000021411,0
33528000021429,1
33528000021437,1
33528000021445,0
33528000021452,0
33528000021460,0
33528000021478,0
33528000021486,0
33528000021494,0
33528000021502,0
33528000021510,0
33528000021528,0
33528000021536,2
33528000021544,0
33528000021551,0
33528000021569,0
33528000021577,0
33528000021593,0
33528000021601,3
33528000021619,2
33528000021627,1
33528000021635,1
33528000021643,1
33528000021650,0
33528000021668,0
33528000021676,1
33528000021684,0
33528000021726,1
33528000021734,0
33528000021742,2
33528000021759,1
33528000021767,3
33528000021775,4
33528000021783,3
33528000021791,2
33528000021809,0
33528000021817,0
33528000021825,0
33528000021833,1
33528000021841,2
33528000021858,2
33528000021866,0
33528000021874,4
33528000021882,4
33528000021890,0
33528000021908,0
33528000021916,6
33528000021924,0
33528000021932,0
33528000021940,0
33528000021957,0
33528000021965,0
33528000021973,0
33528000021981,0
33528000021999,0
33528000022005,0
33528000022013,0
33528000022021,0
33528000022039,0
33528000022047,0
33528000022054,0
33528000022062,0
33528000022070,0
33528000022088,0
33528000022096,0
33528000022104,0
33528000022112,0
33528000022120,0
33528000022138,0
33528000022146,0
33528000022153,0
33528000022161,1
33528000022179,0
33528000022187,0
33528000022195,0
33528000022203,0
33528000022211,0
33528000022229,0
33528000022237,0
33528000022245,0
33528000022252,0
33528000022260,0
33528000022278,0
33528000022286,0
33528000022294,0
33528000022302,0
33528000022310,0
33528000022328,0
33528000022336,0
33528000022344,1
33528000022351,1
33528000022369,1
33528000022377,1
33528000022385,0
33528000022393,10
33528000022401,0
33528000022419,0
33528000022427,0
33528000022435,0
33528000022443,0
33528000022450,0
33528000022468,1
33528000022476,5
33528000022484,1
33528000022492,0
33528000022500,0
33528000022518,0
33528000022526,3
33528000022534,0
33528000022542,0
33528000022559,2
33528000022567,0
33528000022583,1
33528000022591,0
33528000022609,3
33528000022625,0
33528000022633,0
33528000022641,0
33528000022658,1
33528000022666,1
33528000022674,0
33528000022682,0
33528000022690,5
33528000022708,0
33528000022716,0
33528000022724,0
33528000022732,0
33528000022740,0
33528000022757,0
33528000022765,3
33528000022773,0
33528000022781,0
33528000022799,0
33528000022807,0
33528000022815,0
33528000022823,0
33528000022831,0
33528000022849,0
33528000022856,23
33528000022864,10
33528000022872,0
33528000022880,9
33528000022898,5
33528000022906,3
33528000022914,0
33528000022922,0
33528000022930,1
33528000022948,0
33528000022955,0
33528000022963,0
33528000022971,0
33528000022989,0
33528000022997,0
33528000023003,0
33528000023011,0
33528000023029,0
33528000023037,0
33528000023045,0
33528000023052,0
33528000023060,0
33528000023078,0
33528000023086,0
33528000023094,1
33528000023102,0
33528000023110,0
33528000023128,0
33528000023136,0
33528000023144,2
33528000023151,0
33528000023169,0
33528000023177,0
33528000023185,0
33528000023193,0
33528000023201,7
33528000023219,1
33528000023227,0
33528000023235,0
33528000023243,0
33528000023250,0
33528000023268,0
33528000023276,0
33528000023284,0
33528000023292,0
33528000023300,0
33528000023318,0
33528000023326,0
33528000023334,0
33528000023342,1
33528000023359,0
33528000023367,0
33528000023375,0
33528000023383,1
33528000023391,0
33528000023409,0
33528000023417,0
33528000023425,0
33528000023433,0
33528000023441,0
33528000023458,21
33528000023466,0
33528000023474,0
33528000023482,0
33528000023490,0
33528000023508,0
33528000023516,0
33528000023524,0
33528000023532,0
33528000023540,0
33528000023557,0
33528000023565,0
33528000023573,0
33528000023581,0
33528000023599,0
33528000023607,0
33528000023615,0
33528000023623,0
33528000023631,0
33528000023649,0
33528000023656,0
33528000023664,0
33528000023672,0
33528000023680,0
33528000023698,1
33528000023706,0
33528000023714,0
33528000023722,0
33528000023730,0
33528000023748,0
33528000023755,0
33528000023763,0
33528000023771,0
33528000023789,0
33528000023797,0
33528000023805,0
33528000023813,0
33528000023821,0
33528000023839,0
33528000023847,0
33528000023854,0
33528000023862,0
33528000023870,0
33528000023888,0
33528000023896,3
33528000023904,10
33528000023912,0
33528000023920,0
33528000023938,0
33528000023946,0
33528000023953,0
33528000023961,0
33528000023979,0
33528000023987,0
33528000023995,0
33528000024001,0
33528000024019,0
33528000024027,0
33528000024035,0
33528000024043,0
33528000024050,0
33528000024068,0
33528000024076,0
33528000024084,0
33528000024092,0
33528000024100,0
33528000024118,4
33528000024126,6
33528000024134,7
33528000024142,7
33528000024159,0
33528000024167,0
33528000024175,0
33528000024183,0
33528000024191,0
33528000024209,0
33528000024217,10
33528000024225,12
33528000024233,5
33528000024241,6
33528000024258,0
33528000024266,0
33528000024274,1
33528000024282,1
33528000024290,0
33528000024308,8
33528000024316,3
33528000024324,1
33528000024332,0
33528000024340,1
33528000024357,59
33528000024365,6
33528000024373,3
33528000024381,0
33528000024399,0
33528000024407,1
33528000024415,1
33528000024423,3
33528000024431,0
33528000024449,1
33528000024456,1
33528000024464,1
33528000024472,5
33528000024480,4
33528000024498,4
33528000024506,1
33528000024514,0
33528000024522,0
33528000024530,0
33528000024548,0
33528000024555,1
33528000024563,2
33528000024571,1
33528000024589,0
33528000024597,1
33528000024605,2
33528000024613,0
33528000024621,0
33528000024639,0
33528000024647,0
33528000024654,0
33528000024662,0
33528000024670,4
33528000024688,0
33528000024696,10
33528000024704,0
33528000024712,0
33528000024720,1
33528000024738,0
33528000024746,0
33528000024753,1
33528000024761,1
33528000024779,0
33528000024787,0
33528000024795,0
33528000024803,0
